Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
4.749470532,0.365793943,0.011959076,-0.163013458,0.40065149
4.754326782,0.30388844,0.005746141,-0.207521439,0.368030365
4.759224699,0.266287684,0.023382813,-0.23669529,0.357044181
4.764081782,0.235633492,0.009664029,-0.270454407,0.358834394
4.768938605,0.195348024,0.021965638,-0.282521248,0.344182503
4.773794595,0.149872541,0.031629637,-0.311127663,0.346789035
4.77865173,0.120802999,0.057838395,-0.310834885,0.338462657
4.783509074,0.08169508,0.076619118,-0.310361862,0.329953119
4.788365428,0.056754351,0.112000972,-0.307357788,0.332015186
4.793222511,0.055713892,0.10902667,-0.256421089,0.284152472
4.798077876,0.054909706,0.139602959,-0.238945007,0.282132555
4.802935688,0.028301358,0.146301761,-0.216659546,0.26295728
4.807792511,0.014272571,0.177092969,-0.196748734,0.265095625
4.812649178,-0.006256461,0.203312799,-0.181602478,0.272680578
4.817505793,-0.050013304,0.215468988,-0.18076992,0.285667603
4.82236397,-0.088499427,0.218414024,-0.196591377,0.306895754
4.827219491,-0.143564105,0.228786722,-0.209877014,0.342056103
4.83203423,-0.2086429,0.24651511,-0.263605118,0.416880339
4.836890949,-0.266559422,0.240462422,-0.281259537,0.456051564
4.841748501,-0.315350533,0.244005501,-0.305887222,0.502545158
4.84660522,-0.345473528,0.221217841,-0.306397438,0.512024103
4.851461157,-0.371241152,0.241350204,-0.323487282,0.548373901
4.856317876,-0.370776772,0.254076779,-0.309350014,0.545644441
4.861175428,-0.379860729,0.268975854,-0.29990387,0.553700744
4.866032147,-0.383794963,0.274082959,-0.287995338,0.552595111
4.870888084,-0.375234872,0.28621152,-0.29037571,0.55410856
4.875744803,-0.423408151,0.281445622,-0.275947571,0.578474859
4.880602459,-0.435109377,0.305286795,-0.280579567,0.60103668
4.885459074,-0.491930276,0.317230433,-0.280311584,0.649003181
4.890315116,-0.510238886,0.343596935,-0.279919624,0.675838421
4.895171782,-0.559652388,0.336544722,-0.276999474,0.709367221
4.900029282,-0.604617238,0.344054371,-0.281095505,0.750300005
4.904886105,-0.633313239,0.366105735,-0.26589489,0.778343857
4.909742043,-0.669733882,0.366809577,-0.276854515,0.81224452
4.914598761,-0.697119474,0.363050133,-0.251777649,0.825332021
4.919456261,-0.710404396,0.376236379,-0.252898216,0.842725179
4.92431298,-0.709501088,0.382372737,-0.251499176,0.844305951
4.92916897,-0.687018633,0.362278938,-0.249984741,0.81592463
4.934026105,-0.693009257,0.370980799,-0.248362541,0.824361896
4.938924178,-0.681548297,0.362970054,-0.260989189,0.815089381
4.94379647,-0.684150457,0.357310265,-0.285440445,0.822926924
4.94863673,-0.681840062,0.356324732,-0.293002129,0.823239596
4.953504595,-0.719680965,0.340843856,-0.310007095,0.854528891
4.958351001,-0.750630617,0.341890752,-0.317295074,0.883748705
4.963207772,-0.786479056,0.352281868,-0.302931786,0.913465646
4.968064126,-0.822873473,0.340914905,-0.329109192,0.949555994
4.972921261,-0.835891604,0.35330689,-0.316874504,0.961223171
4.977778553,-0.823176026,0.336940229,-0.292584419,0.936350966
4.982634803,-0.82763207,0.354135931,-0.270602226,0.940006737
4.987490741,-0.798784792,0.35936141,-0.250926018,0.911132062
4.99236173,-0.79384321,0.362375766,-0.238333702,0.904602781
4.997205428,-0.779349804,0.356114745,-0.235203743,0.888551985
5.002021209,-0.767336965,0.354873955,-0.217616081,0.872982417
5.006918241,-0.783305407,0.351571023,-0.228609085,0.888499667
5.011733501,-0.787799418,0.32929194,-0.220355034,0.881826199
5.016590949,-0.801566243,0.316802293,-0.233505249,0.892970793
5.021447772,-0.813167572,0.299608052,-0.234575272,0.897792873
5.026303657,-0.834799051,0.284828722,-0.280979156,0.925724659
5.031160532,-0.849875927,0.274737537,-0.269857407,0.933055639
5.036017928,-0.832164824,0.259643763,-0.277805328,0.914925668
5.040874699,-0.834260941,0.251569659,-0.261766434,0.909835301
5.045730636,-0.846458554,0.224086612,-0.281551361,0.919770658
5.050587355,-0.832574666,0.210753739,-0.2821064,0.903981047
5.055444959,-0.79969871,0.211615235,-0.275407791,0.871864947
5.06030173,-0.793119788,0.205192119,-0.251887321,0.857082275
5.065157563,-0.769588113,0.186825782,-0.26654911,0.835594498
5.070014282,-0.755302131,0.192405432,-0.242821693,0.816372179
5.074871834,-0.764832377,0.186094046,-0.247711182,0.825203241
5.079728553,-0.7863217,0.184703141,-0.214241982,0.835653452
5.084584543,-0.815266013,0.169098467,-0.209427834,0.858552841
5.089441261,-0.839866042,0.153641015,-0.194996834,0.875787814
5.094299022,-0.872491896,0.147836685,-0.199687958,0.907178634
5.099155532,-0.88690424,0.142171741,-0.180450439,0.916173725
5.104011522,-0.897526503,0.110227138,-0.189933777,0.924001453
5.108868241,-0.901847601,0.102367193,-0.182665825,0.925837427
5.113770272,-0.889906406,0.070699006,-0.20646286,0.916274344
5.118623449,-0.871477485,0.065428793,-0.208701134,0.898504366
5.123479178,-0.860416293,0.04816404,-0.232411385,0.892553093
5.128336261,-0.835086048,0.028553843,-0.241686821,0.869825585
5.133152928,-0.850475967,0.001686484,-0.241329193,0.884054294
5.138050272,-0.855708718,-0.022770405,-0.238459587,0.888605017
5.142906678,-0.868211269,-0.032956451,-0.242714882,0.902101685
5.147773084,-0.897396445,-0.052904278,-0.244510651,0.93161403
5.152632199,-0.919772744,-0.075485259,-0.231944084,0.951566069
5.157478084,-0.949780464,-0.074283361,-0.236124992,0.981506984
5.162333188,-0.975635052,-0.097203106,-0.197282791,1.000116342
5.167189751,-0.995046973,-0.10105899,-0.180043221,1.016241585
5.172048188,-1.015196204,-0.119291574,-0.181992531,1.038255794
5.176905272,-1.031254649,-0.127855301,-0.169628143,1.052904002
5.181761157,-1.081365347,-0.124319822,-0.157302856,1.099795717
5.186617459,-1.086455464,-0.139725953,-0.149781227,1.105596325
5.191434647,-1.072983146,-0.166830003,-0.154250145,1.096776271
5.196290272,-1.083525896,-0.164887547,-0.161064148,1.107771606
5.201146261,-1.113367796,-0.181702137,-0.163060188,1.1398211
5.206002928,-1.119615197,-0.191196591,-0.188966751,1.151435087
5.21086048,-1.150060296,-0.219740629,-0.18614769,1.185569733
5.215717251,-1.188174129,-0.233894199,-0.17858696,1.224074164
5.220573188,-1.202921271,-0.267267406,-0.173475266,1.244405528
5.225430011,-1.242260218,-0.310454339,-0.187576294,1.294131837
5.230287459,-1.274960756,-0.310897171,-0.189767838,1.325969009
5.23514423,-1.293859124,-0.328377843,-0.184848785,1.347617347
5.240000272,-1.31792438,-0.346146375,-0.187151909,1.375415509
5.244856886,-1.390067816,-0.356980026,-0.220564842,1.452023457
5.249714438,-1.309262514,-0.344132721,-0.194164276,1.367587448
5.254571105,-1.300235987,-0.336095393,-0.189283371,1.356245527
5.259427095,-1.327031851,-0.337528229,-0.193938255,1.382950066
5.264283866,-1.351462603,-0.346010417,-0.174655914,1.405944189
5.269141313,-1.387989759,-0.332809508,-0.153004646,1.435509722
5.273998084,-1.417938828,-0.350548536,-0.136236191,1.466967994
5.278854022,-1.469951272,-0.334697217,-0.119556427,1.512307081
5.283710741,-1.494013906,-0.337844223,-0.105397224,1.535358213
5.288568345,-1.519028425,-0.364748687,-0.098565102,1.565312761
5.293425168,-1.535548568,-0.370125413,-0.103867531,1.582937361
5.298321991,-1.526652098,-0.373119622,-0.123648643,1.576443423
5.30317897,-1.530663133,-0.371433228,-0.119645119,1.579622494
5.308036157,-1.528071284,-0.386514038,-0.122907639,1.5809811
5.312892928,-1.506639838,-0.372910708,-0.15729332,1.560053585
5.317749074,-1.509256721,-0.388171852,-0.182086945,1.56897702
5.322605584,-1.502182722,-0.389163733,-0.204433441,1.565181898
5.327463084,-1.482924342,-0.383125752,-0.193232536,1.543757999
5.332319855,-1.475466371,-0.372468591,-0.21070385,1.536271452
5.337175845,-1.494200706,-0.376316845,-0.204217911,1.554334287
5.34203272,-1.510801792,-0.382765353,-0.200181007,1.571338221
5.34689022,-1.527782202,-0.38462764,-0.169917107,1.58459102
5.351756782,-1.540518165,-0.357951462,-0.142180443,1.587936001
5.356602824,-1.580373526,-0.341019094,-0.121800423,1.621329654
5.361459438,-1.594784737,-0.340993255,-0.09204483,1.633427993
5.366317303,-1.579010725,-0.321880639,-0.084010124,1.613672741
5.371133241,-1.564146042,-0.307497442,-0.09048748,1.59665134
5.375988761,-1.550019622,-0.273864716,-0.082734108,1.576200382
5.380845532,-1.514906645,-0.271148443,-0.108553886,1.542805097
5.385703032,-1.499363303,-0.256233275,-0.132012367,1.526817956
5.390559751,-1.479284883,-0.257864684,-0.126781464,1.506934471
5.395415741,-1.461850286,-0.252168894,-0.133548737,1.489439718
5.400272511,-1.449504495,-0.239212871,-0.145137787,1.476262529
5.405130063,-1.439964294,-0.233594328,-0.142444611,1.465726423
5.40998673,-1.440456867,-0.22568208,-0.13984108,1.464719739
5.41484272,-1.436683178,-0.225206167,-0.156475067,1.462621215
5.419699491,-1.43593967,-0.227422208,-0.156477928,1.462234228
5.424556938,-1.409411788,-0.210875243,-0.158979416,1.43394017
5.429413709,-1.400173664,-0.192315757,-0.171152115,1.42364486
5.434269647,-1.362712264,-0.176365167,-0.16905117,1.384437678
5.439126366,-1.344771981,-0.141489893,-0.171809196,1.363066202
5.443983866,-1.319913626,-0.116280407,-0.167430878,1.335562133
5.448840636,-1.295202374,-0.105332762,-0.148731232,1.307962217
5.453696574,-1.289881825,-0.072820395,-0.127701759,1.298231749
5.458553293,-1.258555889,-0.037783653,-0.12348175,1.265163339
5.463410897,-1.282729268,-0.036092132,-0.112174034,1.28813044
5.468267563,-1.283597589,-0.017490417,-0.108161926,1.288265379
5.473123657,-1.270928502,0.008378059,-0.094733238,1.274481791
5.47802147,-1.266434431,0.010311037,-0.081497192,1.269095851
5.482879178,-1.272441268,0.019477844,-0.094741821,1.276112134
5.487735845,-1.237116456,0.038006693,-0.102625847,1.241947543
5.492602095,-1.207774282,0.041962504,-0.103499413,1.212926913
5.497449334,-1.162656903,0.062526941,-0.116345406,1.170135439
5.502306834,-1.123149991,0.073328376,-0.136295319,1.133763365
5.507163293,-1.09126687,0.095853418,-0.170355797,1.108635358
5.512018709,-1.064514995,0.099161237,-0.17803669,1.083846017
5.516875376,-1.009444356,0.116581917,-0.19989109,1.035628166
5.521733293,-0.997459412,0.126640886,-0.202549934,1.025665476
5.526589907,-0.980885506,0.145961374,-0.183834076,1.008581214
5.531446313,-0.99549222,0.150849879,-0.172424316,1.021513872
5.536303345,-0.993822694,0.165032178,-0.151699066,1.018789366
5.541159855,-0.990372658,0.179002345,-0.135995865,1.015566205
5.546031522,-0.992491126,0.185682714,-0.137181282,1.018987443
5.550831991,-0.997695327,0.206478566,-0.105244637,1.024258657
5.555688084,-0.989752054,0.22699061,-0.104635239,1.020824372
5.560545532,-0.968503594,0.235471249,-0.118418694,1.003727507
5.565402355,-0.950501919,0.241700798,-0.101324081,0.985971472
5.570258293,-0.926048994,0.262306809,-0.124803543,0.970539812
5.575115063,-0.890226722,0.280617803,-0.126747131,0.941973887
5.579972563,-0.89304173,0.280013859,-0.140580177,0.946411157
5.584829282,-0.867520213,0.289105028,-0.123441696,0.922719291
5.589685272,-0.887496233,0.295872003,-0.142065048,0.946241134
5.594542303,-0.879055262,0.278851211,-0.158180237,0.935690728
5.599399595,-0.873526692,0.285550743,-0.159977913,0.932834949
5.604256261,-0.880379081,0.270722002,-0.168941498,0.936428832
5.609112251,-0.890070081,0.265234798,-0.182649612,0.946538498
5.61396897,-0.881269097,0.280920476,-0.186823845,0.943639065
5.618826522,-0.889744878,0.279625446,-0.193413734,0.952494205
5.623683188,-0.872494936,0.292288572,-0.188129425,0.939187257
5.628539178,-0.851045847,0.288054407,-0.185302734,0.917382951
5.633395897,-0.834704757,0.302733153,-0.187245369,0.90743607
5.638253397,-0.823312283,0.291222423,-0.179649353,0.891587071
5.64311022,-0.816762805,0.306030422,-0.162583351,0.887236972
5.647966157,-0.815131307,0.306577444,-0.167006493,0.886746832
5.652822876,-0.827996373,0.311975181,-0.159522057,0.899084976
5.657722199,-0.836550951,0.322278917,-0.154513359,0.909700815
5.662578241,-0.845359325,0.308932781,-0.144806862,0.911614436
5.667395688,-0.854544282,0.307725668,-0.147074699,0.920093465
5.672291782,-0.862481236,0.304189146,-0.142334938,0.925561534
5.677148605,-0.849542618,0.300724328,-0.14953804,0.913520337
5.68200522,-0.832660675,0.278280795,-0.154359818,0.891398314
5.686861105,-0.804683447,0.265375137,-0.166302681,0.863479007
5.691717824,-0.80109489,0.259628236,-0.19239521,0.863814656
5.696591001,-0.76450789,0.251472652,-0.215869904,0.833253037
5.701432199,-0.727993131,0.240941674,-0.229563713,0.800453863
5.706287876,-0.712942004,0.220863149,-0.22644043,0.779962884
5.711144699,-0.690670252,0.222184822,-0.230384827,0.761228389
5.716002147,-0.680227518,0.216239437,-0.227087975,0.749024645
5.720858866,-0.679250121,0.195966318,-0.216630936,0.739400086
5.725714803,-0.685632706,0.197039828,-0.201487541,0.741292203
5.73053147,-0.689606071,0.193350434,-0.19828701,0.743141078
5.735388241,-0.689599276,0.172983333,-0.188030243,0.735408571
5.740244907,-0.685599446,0.183629781,-0.185007095,0.733480826
5.745100897,-0.65852797,0.170485437,-0.191514015,0.706683798
5.749957668,-0.648946166,0.162297308,-0.176598549,0.691851567
5.75481522,-0.613860369,0.159096152,-0.187907219,0.661396447
5.759671886,-0.558104038,0.148965091,-0.184840202,0.606495355
5.764527876,-0.519604206,0.146260023,-0.17936039,0.56881515
5.769384595,-0.490929604,0.115255699,-0.197583199,0.541603981
5.774242147,-0.450457633,0.110800147,-0.187066078,0.500182436
5.779098866,-0.407770991,0.077998638,-0.205024719,0.46302927
5.783954803,-0.384257019,0.085833669,-0.2251091,0.453536087
5.788811522,-0.375248432,0.057878196,-0.225960732,0.441836535
5.793669126,-0.359314919,0.027605906,-0.23860836,0.432207411
5.798525793,-0.336618662,0.002102017,-0.246340752,0.417133441
5.80338173,-0.333450377,0.000330821,-0.242085457,0.412061442
5.808238501,-0.292676926,-0.013522267,-0.244932175,0.381882711
5.813096053,-0.271765411,-0.027484849,-0.245333672,0.367151829
5.817952824,-0.22531569,-0.036685348,-0.238546371,0.330177749
5.822808761,-0.167552054,-0.041108653,-0.226982117,0.285104355
5.82766548,-0.13876617,-0.047796667,-0.220161438,0.264597109
5.832523032,-0.09592396,-0.040052757,-0.210917473,0.235142106
5.837437043,-0.063131213,-0.048824757,-0.199282646,0.214669467
5.842291834,-0.03260076,-0.05724749,-0.178119659,0.189912342
5.847148501,0.007216871,-0.074848011,-0.187890053,0.202378309
5.852005793,0.013554901,-0.087921485,-0.18453598,0.204859588
5.856862824,0.041108072,-0.093606472,-0.188269615,0.214237002
5.861703553,0.054034114,-0.132622078,-0.201464653,0.247176673
5.866523709,0.085857064,-0.138028651,-0.221716881,0.274921296
5.871418397,0.102311581,-0.179342955,-0.22513485,0.305478732
5.876274647,0.144956037,-0.184826508,-0.221262932,0.322692386
5.881131209,0.177683622,-0.202353045,-0.236418724,0.358346254
5.885987563,0.210250095,-0.231964678,-0.256224632,0.404553799
5.890845428,0.245269448,-0.23544836,-0.249585152,0.421765077
5.895712616,0.287466556,-0.248707011,-0.238055229,0.448511416
5.900557772,0.334777415,-0.254863709,-0.257499695,0.49329253
5.905414595,0.351270974,-0.246707946,-0.219414711,0.482077715
5.910231522,0.375361681,-0.252932757,-0.2290802,0.507295879
5.915087511,0.377692193,-0.2711007,-0.217103004,0.513108854
5.919943501,0.399087548,-0.267707765,-0.197855949,0.519697311
5.924800272,0.417823851,-0.27847299,-0.204818726,0.542286536
5.929657824,0.424163967,-0.27958566,-0.190135002,0.542433896
5.934514491,0.425250351,-0.285287738,-0.196868896,0.548620376
5.93937048,0.445117563,-0.309920669,-0.203465462,0.579291515
5.944227199,0.466935873,-0.298467249,-0.188402176,0.585326565
5.949084699,0.495718837,-0.325157374,-0.199528694,0.625520729
5.953942303,0.548435807,-0.325383902,-0.193777084,0.666487867
5.958797407,0.577429831,-0.337555766,-0.187909126,0.694750995
5.963654126,0.606671453,-0.352093786,-0.181932449,0.724651435
5.968511678,0.619603515,-0.371388853,-0.185418129,0.745800293
5.973368397,0.616141081,-0.378817588,-0.181620598,0.745733624
5.978224334,0.617708087,-0.374450475,-0.213587761,0.753257041
5.983081157,0.619328976,-0.3941724,-0.214317322,0.764769361
5.987938657,0.6088745,-0.387682676,-0.231663704,0.758085804
5.992795376,0.600600541,-0.405225158,-0.251249313,0.766847218
5.997651366,0.59677875,-0.403789073,-0.232419968,0.757106026
6.002508136,0.602234125,-0.400020003,-0.225431442,0.757311877
6.007365636,0.62896961,-0.410604417,-0.225485802,0.78424652
6.012223188,0.633983433,-0.390086889,-0.215839386,0.775041557
6.01712048,0.650728762,-0.390946567,-0.177369118,0.779581262
6.021976261,0.66805011,-0.379722029,-0.16037941,0.78498492
6.026833657,0.6976524,-0.370846212,-0.133748055,0.801332843
6.031690376,0.706236839,-0.378541857,-0.14771843,0.814791473
6.036546366,0.705785453,-0.386051118,-0.132903099,0.815372189
6.041403866,0.705684066,-0.391037434,-0.146711349,0.820014936
6.046260793,0.689149797,-0.376829624,-0.160417557,0.801661899
6.051118084,0.665645242,-0.381651521,-0.181185722,0.788396941
6.055973918,0.666101277,-0.38401252,-0.201820374,0.794913826
6.06084548,0.651883185,-0.381701291,-0.210331917,0.784147357
6.065688241,0.637654662,-0.374712259,-0.21872139,0.771266356
6.070544126,0.654335856,-0.377350718,-0.229357719,0.789401001
6.075400168,0.649430156,-0.368134677,-0.227910042,0.780529087
6.080256626,0.644658327,-0.361476809,-0.221581459,0.771588093
6.085114282,0.645029783,-0.366995901,-0.184108734,0.764621108
6.089930272,0.679570317,-0.355861843,-0.170567513,0.785841424
6.094786105,0.680808902,-0.3519696,-0.159355164,0.782801014
6.099643136,0.69458878,-0.326598883,-0.145736694,0.781255136
6.104500376,0.694424033,-0.320358992,-0.132088661,0.776081204
6.109357095,0.685118437,-0.299640715,-0.137540817,0.760321844
6.114213084,0.68079865,-0.281199455,-0.145305634,0.750782034
6.119069803,0.671828032,-0.269806147,-0.148202896,0.738994154
6.123927355,0.677224278,-0.265343279,-0.1557827,0.743846777
6.128784074,0.668287158,-0.248722136,-0.153693199,0.729446383
6.133640011,0.704870224,-0.241477013,-0.144350052,0.758940128
6.13849673,0.717680573,-0.2293154,-0.130167961,0.7645879
6.143354334,0.745236278,-0.217082977,-0.127930641,0.786681878
6.148211626,0.758832932,-0.195263565,-0.144800186,0.796820163
6.153066938,0.765787125,-0.180654556,-0.13056469,0.797567005
6.157923761,0.802009463,-0.185220212,-0.128314018,0.833060738
6.162781261,0.80296576,-0.175576061,-0.140440941,0.833849281
6.16763798,0.806907296,-0.161245987,-0.154969215,0.837326167
6.17249397,0.825554132,-0.130395085,-0.174249649,0.853759594
6.177351418,0.846805096,-0.123519264,-0.186302185,0.8758107
6.182208241,0.860872507,-0.109618649,-0.193488121,0.889131809
6.187064959,0.853416681,-0.090977043,-0.186250687,0.878228998
6.191920897,0.84359622,-0.069886237,-0.198081017,0.869353069
6.196832616,0.895677924,-0.04879272,-0.18585968,0.916058674
6.20163522,0.965131402,-0.025252692,-0.149802208,0.977014341
6.20653272,1.003337383,-0.011185423,-0.123268127,1.010943149
6.21140397,1.018309355,0.00301706,-0.08727169,1.022046669
6.216245376,1.034053922,0.017330408,-0.053800583,1.035597585
6.221103032,1.08160007,0.046111487,-0.03958416,1.083305998
6.225960168,1.091645837,0.053521261,-0.042229652,1.093772601
6.230816261,1.104774117,0.070624597,-0.061697006,1.108747133
6.235672668,1.113628626,0.073498331,-0.08836937,1.119544491
6.240529959,1.110809326,0.083553471,-0.12219429,1.120629281
6.245386834,1.129868984,0.103171885,-0.151220322,1.144602964
6.250242616,1.117777109,0.115603775,-0.17537117,1.137341174
6.255099543,1.163091421,0.111281529,-0.187490463,1.183350289
6.259956834,1.179664135,0.130760029,-0.185203552,1.201251852
6.264824022,1.222600937,0.142925948,-0.178107262,1.243745583
6.269628866,1.258860826,0.157291621,-0.166316986,1.279504816
6.27448548,1.292824268,0.16907689,-0.128227234,1.310123585
6.279343032,1.334437132,0.183108985,-0.11178112,1.351571818
6.284199751,1.355059385,0.187485799,-0.078709602,1.370230661
6.289055741,1.385970831,0.218085498,-0.060164452,1.404313423
6.293912459,1.405519247,0.229557306,-0.070445061,1.425883381
6.298770011,1.430283546,0.252995312,-0.052096367,1.453420683
6.30362673,1.424339771,0.264600366,-0.057742119,1.449859059
6.308482772,1.425868273,0.278762579,-0.070591927,1.454576271
6.313339386,1.461101055,0.305069625,-0.064320564,1.493994948
6.318197043,1.472664118,0.305220246,-0.070052147,1.50559168
6.323053813,1.501242638,0.303114057,-0.073428154,1.533296867
6.327909595,1.508613825,0.322720945,-0.079246521,1.544779755
6.332766678,1.523547649,0.299282849,-0.068392754,1.554170271
6.33762397,1.553379774,0.314079255,-0.060062408,1.585951447
6.342480688,1.574296713,0.307184398,-0.066243172,1.605353716
6.347336626,1.579134941,0.297724634,-0.06539917,1.608286098
6.352194178,1.582141161,0.292776883,-0.067074776,1.610399945
6.357050845,1.566416025,0.306794852,-0.097530365,1.599154282
6.361907668,1.577296972,0.313452065,-0.113659859,1.612152753
6.366763501,1.56915164,0.317524552,-0.110656738,1.604775257
6.371620376,1.561186075,0.331056774,-0.13398838,1.60151598
6.376518761,1.557979345,0.332554162,-0.130965233,1.598450438
6.381375272,1.550144911,0.3316755,-0.111233711,1.58912895
6.386231261,1.57118535,0.330836594,-0.103510857,1.608971956
6.391088241,1.585535526,0.327675819,-0.052883148,1.619904619
6.395945741,1.612389326,0.331759989,-0.023974419,1.646341035
6.400762876,1.628061533,0.340716034,0.021427155,1.663469535
6.405658501,1.622795343,0.332987189,0.028363228,1.656849319
6.410515272,1.618505001,0.325319916,0.049379349,1.651614303
6.415388136,1.612655401,0.320134789,0.036676407,1.644533029
6.420229334,1.585953236,0.315021694,0.009467125,1.616965046
6.425085636,1.543094635,0.300359726,-0.027420998,1.572294161
6.429942043,1.531711578,0.283333749,-0.064352989,1.559025234
6.434799543,1.503773928,0.283091038,-0.089324951,1.532793368
6.439656366,1.478374481,0.261224031,-0.111903191,1.505440608
6.444512459,1.464963198,0.260928243,-0.117712975,1.492667767
6.449328241,1.459002495,0.241318941,-0.11163044,1.483032187
6.454185584,1.460468531,0.233526811,-0.091277122,1.481834881
6.459042459,1.450428963,0.220816448,-0.080639839,1.469355935
6.463898345,1.455257893,0.21279034,-0.031899452,1.471078801
6.468755116,1.448745728,0.204587996,-0.01926136,1.46324688
6.473612616,1.445366144,0.203479916,-0.00445652,1.459625715
6.478469386,1.425987005,0.190360665,-0.006612778,1.438652095
6.483325324,1.400079727,0.189253509,-0.00894165,1.41284114
6.488182043,1.384334087,0.16911523,-0.006644249,1.394641521
6.493039647,1.34993124,0.170707092,-0.004476547,1.360689275
6.497896418,1.3350389,0.153280929,-0.016752243,1.343913891
6.502752459,1.32050395,0.13376762,-0.017151833,1.327372835
6.507609022,1.306271076,0.126435578,-0.020020485,1.312528438
6.512466678,1.297290325,0.116850659,-0.003883362,1.30254802
6.517323293,1.291276932,0.112189002,0.000118256,1.296141389
6.52217923,1.290673733,0.066884741,0.001549721,1.292406536
6.527036053,1.276460409,0.052794509,0.009945869,1.277590449
6.531893501,1.26294446,0.024294958,-0.00576973,1.263191293
6.536750272,1.247789145,0.007690176,-0.002543449,1.247815434
6.541606261,1.233218908,0.002924927,-0.028171539,1.233544108
6.546463241,1.207165956,-0.033071481,-0.04911232,1.208617139
6.551321001,1.186270475,-0.026063494,-0.074900627,1.188918437
6.556218345,1.17758584,-0.045449287,-0.112670898,1.183836467
6.561074386,1.154620409,-0.069630578,-0.112148285,1.162141964
6.565941678,1.142895222,-0.076450422,-0.091903687,1.149130298
6.570788501,1.126658201,-0.080807194,-0.069494247,1.1316881
6.575645532,1.139457226,-0.092163377,-0.040263176,1.143887224
6.580501053,1.155086279,-0.091507301,-0.009058952,1.15874068
6.585357616,1.130903244,-0.121633172,0.019324303,1.137589647
6.590215532,1.148131132,-0.125264227,0.035362244,1.155485487
6.595072147,1.142375708,-0.14059186,0.060519218,1.152584446
6.599887511,1.120741606,-0.165274739,0.052036285,1.134056992
6.604784803,1.107351303,-0.161071375,0.022004128,1.119220746
6.609642563,1.087416649,-0.168648899,-0.010274887,1.100464898
6.61449923,1.079916239,-0.190320462,-0.044760704,1.097471859
6.619370428,1.060991764,-0.197435543,-0.064811707,1.081149793
6.624211834,1.035136223,-0.206839055,-0.082322121,1.058804196
6.629028918,1.016777515,-0.225649297,-0.106841087,1.046980964
6.633885063,1.024918318,-0.234855533,-0.095599174,1.055819057
6.638741001,1.023782015,-0.248815164,-0.09876442,1.058202726
6.643597772,1.039677382,-0.258007348,-0.071140289,1.073572443
6.648455324,1.032214403,-0.272055805,-0.0723629,1.069914634
6.653312095,1.049123287,-0.27660358,-0.064223289,1.086873425
6.65816798,1.052215338,-0.295569092,-0.053917885,1.094269319
6.663024699,1.041554928,-0.281210333,-0.055693626,1.080285934
6.667882303,1.036307335,-0.290784508,-0.050469398,1.077513658
6.67273897,1.029186964,-0.269358516,-0.054886818,1.065266342
6.677595011,1.01297307,-0.295567572,-0.049840927,1.056389487
6.682451834,1.001937628,-0.288150221,-0.068634033,1.044806293
6.687309282,0.995922089,-0.292524993,-0.077795982,1.040905324
6.692166001,1.004433155,-0.280032188,-0.046555519,1.043777469
6.697021938,1.013218641,-0.30074054,-0.060747147,1.058653439
6.701878761,0.991475582,-0.288010031,-0.055907249,1.033972547
6.706736209,1.003616571,-0.301359177,-0.058320999,1.049506987
6.71159298,1.013912201,-0.305071771,-0.046600342,1.059838822
6.716448866,0.998580217,-0.31115526,-0.077827454,1.048826563
6.721305636,1.01007247,-0.32440877,-0.066175461,1.06295185
6.726163136,0.991073132,-0.333000869,-0.090317726,1.049415467
6.73102022,0.967831612,-0.329819381,-0.130930901,1.030835464
6.735875845,0.933142662,-0.324430197,-0.154605865,0.999956576
6.740773761,0.908449411,-0.312116027,-0.166227341,0.974847822
6.745631001,0.893270254,-0.321382761,-0.170543671,0.96452256
6.750498136,0.873524904,-0.297530293,-0.179548264,0.940110426
6.755344438,0.868151665,-0.302474111,-0.162313461,0.933554262
6.760201522,0.865312576,-0.295429915,-0.152329445,0.926956822
6.765058657,0.855668306,-0.28367573,-0.128211975,0.910537468
6.769930272,0.849071741,-0.272012293,-0.094894409,0.896615
6.774771418,0.840467691,-0.265184462,-0.085621834,0.885460241
6.779628449,0.849272966,-0.253585517,-0.074169159,0.889421863
6.784485897,0.8134799,-0.244389296,-0.072390556,0.852476433
6.789342876,0.792867899,-0.230438918,-0.08495903,0.830035925
6.794198397,0.756213188,-0.225947663,-0.109325409,0.796782767
6.799054855,0.722539186,-0.202428773,-0.131118774,0.761729885
6.803912772,0.691653013,-0.226503015,-0.162191391,0.745649753
6.808727824,0.653670311,-0.214782894,-0.178645134,0.710866127
6.813583709,0.623306751,-0.20788826,-0.218680382,0.692495447
6.818440428,0.586029291,-0.196374133,-0.191831589,0.647141784
6.823298032,0.568011761,-0.199271619,-0.203118324,0.635298034
6.828154751,0.547887087,-0.18329151,-0.204777718,0.612951834
6.833010741,0.513919592,-0.196118772,-0.208781242,0.588358332
6.837868449,0.499647975,-0.171048313,-0.184281349,0.55934358
6.842725636,0.483531237,-0.153422907,-0.167120934,0.534107154
6.84758173,0.460890293,-0.155062124,-0.173867226,0.516424183
6.852437668,0.431728125,-0.132954821,-0.173438072,0.483887304
6.857294386,0.384234071,-0.115787864,-0.177762032,0.438910003
